,Platform,Category,Title,DirectorName,DirectorGender,DirectorAge,Actors,ActorGender,ActorAge,Country,DateAdded,ReleaseYear,Rating,Duration,GenreType,Description
572,Disney Plus,movie,Perri,Ted Berman,M,100,Diedrich Bader,M,53,USA,12-Nov-19,1957,Approved,75 min,"Adventure, Family, Fantasy, Romance","True-Life nature photography is used to tell the tale of a female tree squirrel named Perri who encounters many different forest creatures, both friendly and dangerous, as she grows up through the four seasons and finds a mate named Porro."
127,Disney Plus,movie,Cool Runnings,Richard Rich,M,100,Candy Ford,F,45,USA,1-Jan-20,1993,TV-PG,98 min,"Adventure, Comedy, Family, History, Sport","When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team."
914,Disney Plus,movie,Up,Ben Sharpsteen,M,100,James Gammon,M,100,USA,12-Nov-19,2009,TV-PG,96 min,"Animation, Adventure, Comedy, Family","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway."
526,Disney Plus,movie,Moana,Bruce Hendricks,M,54,Rick Moranis,M,67,USA,12-Nov-19,2016,TV-PG,107 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right."
7971,Disney Plus,movie,The Love Bug,John Hough,M,78,Matt Frewer,M,62,USA,12-Nov-19,1968,TV-G,108 min,"Comedy, Family, Sport",A race car driver becomes a champion with a Volkswagen Beetle with a mind of its own.
66,Disney Plus,movie,Blackbeard's Ghost,Joss Whedon,M,55,Marcia Strassman,F,100,USA,1-Oct-19,1968,Approved,106 min,"Comedy, Family, Fantasy","On the Carolina coast, Godolphin College's new track coach lodges at Blackbeard's Inn, run by the Daughters of the Buccaneers, who claim to be descendants of the notorious pirate, and who risk losing their hotel to the local mobster."
147,Disney Plus,movie,Dinosaur,Manny Coto,M,58,Kristine Sutherland,F,65,USA,12-Nov-19,2000,TV-PG,82 min,"Animation, Adventure, Family, Thriller",An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.
786,Disney Plus,movie,The Lion King 3: Hakuna Matata,Dave Mullins,M,61,Camille Guaty,F,43,"Australia, USA",12-Nov-19,2004,TV-G,77 min,"Animation, Adventure, Comedy, Family, Musical",Timon the meerkat and Pumbaa the warthog retell the story of The Lion King (1994) from their own perspective.
348,Disney Plus,movie,"Honey, I Blew Up the Kid",Paul Kenworthy,M,67,America Ferrera,F,36,USA,12-Nov-19,1992,TV-PG,89 min,"Adventure, Comedy, Family, Romance, Sci-Fi","The Szalinski family is back, this time hilarious disaster strikes when an experiment causes their new toddler son to grow many stories tall."
404,Disney Plus,movie,La Luna,Ralph Wright,M,100,Jhoanna Flores,F,24,USA,12-Nov-19,2011,TV-G,7 min,"Animation, Short, Family, Fantasy",A young boy helps his father and grandfather harvest stars from the moon.
373,Disney Plus,movie,Invincible,Jon Turteltaub,M,56,Suilma Rodriguez,F,36,USA,12-Nov-19,2006,TV-PG,105 min,"Biography, Drama, Sport","Based on the story of Vince Papale, a 30-year-old bartender from South Philadelphia who overcame long odds to play for the NFL's Philadelphia Eagles in 1976."
515,Disney Plus,movie,Mighty Joe Young,Pete Docter,M,51,Jeffrey Wright,M,54,USA,12-Nov-19,1998,TV-PG,114 min,"Action, Adventure, Family, Fantasy, Thriller",A legendary fifteen-foot tall mountain gorilla named Joe is taken to an animal sanctuary in California by a zoologist and a young woman whom he grew up with. A poacher from the past returns to seek vengeance on him.
762,Disney Plus,movie,The Game Plan,Bob Peterson,M,59,Frances McDormand,F,62,USA,12-Nov-19,2007,TV-PG,110 min,"Comedy, Family, Sport",An NFL quarterback living the bachelor lifestyle discovers that he has an 8-year-old daughter from a previous relationship.
10,Disney Plus,movie,A Goofy Movie,Ron Clements,M,67,Maleah Nipay-Padilla,F,12,"USA, Australia, France, Canada",12-Nov-19,1995,TV-G,78 min,"Animation, Adventure, Comedy, Family, Musical, Romance","When Max makes a preposterous promise to a girl he has a crush on, his chances to fulfilling it seem hopeless when he is dragged onto a cross-country trip with his embarrassing father, Goofy."
290,Disney Plus,movie,Free Solo,John Musker,M,66,Ryan Teeple,M,15,USA,12-Nov-19,2018,PG-13,100 min,"Documentary, Adventure, Sport",Alex Honnold attempts to become the first person to ever free solo climb El Capitan.
124,Disney Plus,movie,College Road Trip,Don Hall,M,51,Sean Scully,M,74,USA,12-Nov-19,2008,TV-G,83 min,"Adventure, Comedy, Drama, Family","James Porter (Martin Lawrence) drives his teenage daughter Melanie (Raven Symone), from their home in Chicago to a college interview in Washington, D.C."
470,Disney Plus,movie,Captain Marvel,Chris Williams,M,52,Guy Williams,M,100,"USA, Australia",12-Nov-19,2019,PG-13,123 min,"Action, Adventure, Sci-Fi",Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.
830,Disney Plus,movie,The Sandlot: Heading Home,Robert Stevenson,M,100,Jane Asher,F,74,"USA, Canada",6-Mar-20,2007,TV-PG,96 min,"Family, Sport","Sucessful, arrogant baseball superstar Tommy ""Santa"" Santorelli travels back in time to 1976 and relives his boyhood days on the sandlot baseball team, and has the chance to this time choose friendship over glory."
362,Disney Plus,movie,Ice Age: The Great Egg-Scapade,Robert Stevenson,M,100,Paul Rogers,M,70,USA,12-Nov-19,2016,TV-PG,25 min,"Animation, Short, Adventure, Comedy, Family","When Sid takes a job as an egg nanny, he's unaware an old enemy has plans of his own. The shenanigans lead to the first egg hunt and creation of popular Easter traditions."
618,Disney Plus,movie,Red's Dream,Eric Leighton,M,57,Brandon Baker,M,35,USA,12-Nov-19,1987,TV-G,4 min,"Animation, Short, Family","With a sale tag hanging from his seat, propped up in the corner of a bicycle store on a rainy night, Red the unicycle dreams about a better place."
570,Disney Plus,movie,Party Central,Ralph Zondag,M,49,Sherman Howard,M,70,USA,12-Nov-19,2014,TV-PG,5 min,"Animation, Short, Adventure, Comedy, Family, Fantasy","With a little trickery, Mike and Sulley help their social outcast friends at Monsters University have the best frat party ever."
4992,Disney Plus,movie,Mater and the Ghostlight,Bradley Raymond,M,59,Clancy Brown,M,61,USA,12-Nov-19,2006,TV-G,7 min,"Animation, Short, Comedy, Family, Horror","In this short featuring the characters of the movie Cars, Mater is told the story of a Ghostlight, which causes him to be scared."
645,Disney Plus,movie,Secret of the Wings,Randal Kleiser,M,73,Peri Gilpin,F,58,"USA, India, UK",12-Nov-19,2012,TV-G,75 min,"Animation, Family, Fantasy",Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.
77,Disney Plus,movie,The Brave Little Toaster to the Rescue,Enrico Casarosa,M,49,Cloris Leachman,F,94,USA,12-Nov-19,1997,Not Rated,74 min,"Family, Adventure, Fantasy, Animation",The Brave Little Toaster and friends must rescue the animals at a veterinary hospital from being sent to a testing laboratory.
302,Disney Plus,movie,George of the Jungle 2,Ericson Core,M,48,Charles Martin Smith,M,66,"USA, Australia",20-Dec-19,2003,TV-PG,87 min,"Adventure, Comedy, Family","George, now a father, goes to Las Vegas, where he has to help out his brother."
122,Disney Plus,movie,Coco,Ron Underwood,M,66,John Vernon,M,100,USA,29-Nov-19,2017,TV-PG,105 min,"Animation, Adventure, Family, Fantasy, Music, Mystery","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer."
57,Disney Plus,movie,Benji the Hunted,Andy Fickman,M,49,Stephen W. Burns,M,100,USA,12-Nov-19,1987,TV-G,88 min,"Adventure, Family",Benji is left in the wilderness after an accident. Can he survive?
116,Disney Plus,movie,Chip an' Dale,Kevin Lima,M,57,Michael J. Fox,M,58,USA,12-Nov-19,1947,Approved,7 min,"Animation, Short, Comedy, Family","Donald needs a log for his fire. Unfortunately, the one he picks is occupied by a couple of chipmunks and their stash of acorns. When he cuts it down, Chip and Dale fall out, but their ..."
696,Disney Plus,movie,Stepsister from Planet Weird,Jimmy Chin,M,46,Christina Vidal,F,38,USA,12-Nov-19,2000,TV-G,85 min,"Comedy, Family, Sci-Fi",A teenager's life is disrupted when her mother falls in love with an alien.
391,Disney Plus,movie,Jungle 2 Jungle,Elizabeth Chai Vasarhelyi,F,41,Nathan Lane,M,64,"USA, France",12-Nov-19,1997,TV-PG,105 min,"Comedy, Family","A man learns he has a thirteen-year-old son who was raised in the jungle and brings the boy to New York City, turning his life upside down in the process."
344,Disney Plus,movie,Hocus Pocus,Roger Kumble,M,53,Cyndi Lauper,F,66,USA,12-Nov-19,1993,TV-PG,96 min,"Comedy, Family, Fantasy","A curious youngster moves to Salem, where he struggles to fit in before awakening a trio of diabolical witches that were executed in the 17th century."
84,Disney Plus,movie,Burn-E,Anna Boden,F,40,Winston Hibler,M,100,USA,12-Nov-19,2008,TV-G,8 min,"Animation, Short, Adventure, Comedy, Family, Sci-Fi","If BURN-E (a welding robot) had known how much trouble he'd be caused by WALL-E's pursuit of EVE, then he'd have taken the day off."
542,Disney Plus,movie,My Favorite Martian,Ryan Fleck,M,45,Beverley Mitchell,F,39,USA,12-Nov-19,1999,TV-PG,94 min,"Comedy, Family, Sci-Fi",A Martian lands on Earth and makes friends with a reporter.
32,Disney Plus,movie,Apollo: Missions to the Moon,William Dear,M,82,Brie Larson,F,30,USA,12-Nov-19,2019,Not Rated,94 min,History,"In the late 1960s, the United States space program neared its goal of landing a man on the Moon, but it was a journey that began years before. This is the story of Project Apollo - 12 years..."
891,Disney Plus,movie,Toy Story 4,Paul Stodolny,M,40,Jon Lindstrom,M,62,USA,5-Feb-20,2019,TV-G,100 min,"Animation, Adventure, Comedy, Family, Fantasy","When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy."
722,Disney Plus,movie,The Adventures of Bullwhip Griffin,Ricardo Curtis,M,42,Jodi Russell,F,55,USA,12-Nov-19,1967,Approved,108 min,"Action, Adventure, Comedy, Family, Romance, Western","A young man from Boston heads west to join the California gold rush with the hopes of restoring his family fortune, but his dedicated butler sets out to find him and bring him home."
143,Disney Plus,movie,Destino,Steve Martino,M,61,Kurt Russell,M,69,"France, USA",10-Jan-20,2003,TV-PG,7 min,"Animation, Short","To a song of love lost and rediscovered, a woman sees and undergoes surreal transformations. Her lover's face melts off, she dons a dress from the shadow of a bell and becomes a dandelion, ..."
466,Disney Plus,movie,Black Panther,Mike Thurmeier,M,45,Patricia Clarkson,F,60,USA,4-Mar-20,2018,PG-13,134 min,"Action, Adventure, Sci-Fi","T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past."
50,Disney Plus,movie,Belle's Magical World,John Lasseter,M,63,Noah Emmerich,M,55,USA,12-Nov-19,1998,TV-G,92 min,"Animation, Comedy, Family, Fantasy, Musical, Romance","Beauty and the Beast ""midquel"" set during Belle's original stay at the Beast's castle and composed of three short stories (four in the DVD release) that suitably teach both kids and adults to forgive, love, and be kind to one another."
339,Disney Plus,movie,High School Musical 2,Kelsey Mann,M,35,Sean McCann,M,52,USA,12-Nov-19,2007,TV-G,104 min,"Comedy, Drama, Family, Music, Musical, Romance",School's out for summer and the East High Wildcats are ready to make it the time of their lives after landing jobs in a wealthy country club owned by Sharpay and Ryan's family.
338,Disney Plus,movie,High School Musical,John Lasseter,M,63,Luke Benward,M,24,USA,12-Nov-19,2006,TV-G,98 min,"Comedy, Drama, Family, Music, Musical, Romance",A popular high school athlete and an academically gifted girl get roles in the school musical and develop a friendship that threatens East High's social order.
289,Disney Plus,movie,Freaky Friday,Dan Scanlon,M,43,Dove Cameron,F,24,USA,12-Nov-19,2018,TV-G,90 min,"Comedy, Fantasy, Musical","A musical about what happens when a mom and daughter argue, get their bodies magically switched, and have to make it through the day being the other at high school or preparing for the wedding next day - while hoping to switch back."
45,Disney Plus,movie,Bao,Roberts Gannaway,M,54,Mike C. Manning,M,33,"USA, Canada",12-Nov-19,2018,TV-G,8 min,"Animation, Short, Family, Fantasy",A Chinese-Canadian woman suffering from empty nest syndrome gets a second shot at motherhood when one of her handmade dumplings comes alive.
701,Disney Plus,movie,Super Buddies,Peggy Holmes,F,58,Kiersey Clemons,F,26,USA,12-Nov-19,2013,TV-G,81 min,Family,"Watch the fur fly as a new breed of superhero is born in Disneys fun-filled epic adventure. An ordinary day at Fernfield Farms turns extraordinary when Budderball, Mudbud, B- Dawg, Buddha ..."
915,Disney Plus,movie,"Up, Up, and Away!",Robert C. Ramirez,M,63,Matthew Broderick,M,58,"Canada, USA",12-Nov-19,2000,TV-G,90 min,"Comedy, Family, Fantasy, Sci-Fi",The only normal member of a super-powered family feels left out and confused until he has the chance to use a talent of his own to save everyone.
557,Disney Plus,movie,One Hundred and One Dalmatians,David Grossman,M,66,Neve Campbell,F,46,USA,12-Nov-19,1961,TV-G,79 min,"Animation, Adventure, Comedy, Family","When a litter of Dalmatian puppies are abducted by the minions of Cruella de Vil, the parents must find them before she uses them for a diabolical fashion statement."
692,Disney Plus,movie,Star Wars: Episode I - The Phantom Menace,Lee Unkrich,M,52,Andy Dick,M,54,USA,12-Nov-19,1999,TV-PG,136 min,"Action, Adventure, Fantasy, Sci-Fi","Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their old glory."
815,Disney Plus,episode,The Plausible Impossible,Adrian Molina,M,34,Robert Guillaume,M,100,USA,12-Nov-19,1956,Not Rated,50 min,"Adventure, Biography, Drama","In Walt's words, the term ""plausible impossible"" means that it is something impossible in reality but still can be convincingly portrayed in some manner. He looks into a book called ""The ..."
73,Disney Plus,movie,Boundin',Joe Camp,M,81,Paul Walker,M,100,USA,12-Nov-19,2003,TV-G,5 min,"Animation, Short, Comedy, Family, Musical","A sheep dances proudly in his southwestern landscape, until one day his wool is sheared and he is left naked. He's depressed and shy, until a cheerful jackalope comes along and shows him how to leap proudly and not to be ashamed."
866,Disney Plus,movie,The Young Black Stallion,Jack Hannah,M,73,Bruce Greenwood,M,63,USA,12-Nov-19,2003,TV-G,50 min,"Adventure, Family, Drama",A young girl befriends a wild black stallion.
635,Disney Plus,movie,Sacred Planet,Steve Boyum,M,67,Moon Bloodgood,F,44,"Canada, Malaysia, USA",12-Nov-19,2004,TV-G,40 min,"Documentary, Short","This IMAX film shows exotic places that still exist and gives new insights into the Earth's diverse landscapes, peoples and animals. From the last remaining old growth forests of British ..."
176,Disney Plus,episode,Phineas and Ferb: Star Wars,John Pasquin,M,75,Wendy Crewson,F,63,USA,28-Feb-20,2014,TV-G,51 min,"Animation, Action, Comedy, Family, Musical, Sci-Fi",Phineas and Ferb travel to a galaxy far far away to help out some rebel heroes.
492,Disney Plus,movie,Iron Man & Hulk: Heroes United,Kenny Ortega,M,70,Selena Gomez,F,27,USA,16-Feb-20,2013,TV-PG,71 min,"Animation, Action, Adventure, Family, Sci-Fi",The Invincible Iron Man and the Incredible Hulk must join forces to save the Earth from its greatest threat yet.
753,Disney Plus,movie,The Color of Friendship,Angus MacLane,M,45,David Henrie,M,30,"Canada, USA",12-Nov-19,2000,TV-G,87 min,"Biography, Drama, Family",A white South African girl finds herself in a difficult situation when she is sent to spend a term with a black family in America.
810,Disney Plus,movie,The Olympic Champ,Donald Petrie,M,66,Jake T. Austin,M,25,USA,12-Nov-19,1942,Approved,7 min,"Animation, Short, Comedy, Family, Sport",Goofy illustrates the various Olympic track-and-field events and the torch traditions.
498,Disney Plus,movie,Mary Poppins,Tom Jennings,M,58,Jennifer Stone,F,27,USA,12-Nov-19,1964,TV-G,139 min,"Comedy, Family, Fantasy, Musical","In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father."
933,Disney Plus,movie,Winnie the Pooh,Josh Cooley,M,39,Alex D. Linz,M,31,USA,12-Nov-19,2011,TV-G,63 min,"Animation, Adventure, Comedy, Family, Musical","While searching for honey, Pooh and his friends embark on an adventure to find Eeyore's missing tail and rescue Christopher Robin from an unknown monster called, The Backson."
659,Disney Plus,movie,Sister Act 2: Back in the Habit,James Neilson,M,100,Richard T. Jones,M,48,USA,12-Nov-19,1993,TV-PG,107 min,"Comedy, Family, Music",Showgirl Deloris Van Cartier (Whoopi Goldberg) returns as Sister Mary Clarence to teach music to a group of Catholic students whose run-down school is slated for closure.
340,Disney Plus,movie,High School Musical 3,Dominique Monfery,M,55,R.H. Thomson,M,72,USA,12-Nov-19,2008,TV-G,112 min,"Comedy, Drama, Family, Music, Musical, Romance","As seniors in high school, Troy and Gabriella struggle with the idea of being separated from one another as college approaches. Along with the rest of the Wildcats, they stage a spring musical to address their experiences, hopes and fears about their future."
804,Disney Plus,movie,The Muppets,Ryan Coogler,M,33,Sean Marquette,M,31,USA,12-Nov-19,2011,TV-PG,103 min,"Adventure, Comedy, Family, Musical",A Muppet fanatic with some help from his 2 human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.
897,Disney Plus,movie,Treasure Island,Bob Kline,M,84,Hayley Mills,F,74,UK,12-Nov-19,1950,TV-PG,96 min,"Adventure, Family",The treasure seeking adventures of young Jim Hawkins and pirate captain Long John Silver.
409,Disney Plus,movie,Lambert the Sheepish Lion,Cullen Blaine,M,81,Jane Wyman,F,100,USA,3-Apr-20,1952,Approved,8 min,"Animation, Short, Comedy, Family","A delivery stork mistakenly delivers Lambert, a lion cub, to a flock of sheep. The mother won't let the stork take him back, so Lambert is raised as a sheep, but he just doesn't fit in. He ..."
667,Disney Plus,movie,Snowball Express,Dale Case,M,81,Richard Egan,M,100,USA,12-Nov-19,1972,TV-G,93 min,"Comedy, Family","When John Baxter inherits a ski resort in the Rocky Mountains, he quits his job in New York and moves the family west to run it. Only to find that the place is a wreck. But together they ..."
12,Disney Plus,movie,A Knight for a Day,Daniel de la Vega,M,48,Karl Malden,M,100,USA,12-Nov-19,1946,Approved,7 min,"Animation, Short, Comedy","By accident, Cedric (Goofy), replaces his master, Sir Loinsteak, in the armor just before the joust with champion Sir Cumference."
522,Disney Plus,movie,Miracle in Lane 2,Barbara Dourmaskin-CaseF,,45,Josh Gad,M,39,USA,12-Nov-19,2000,TV-G,120 min,"Biography, Comedy, Drama, Family, Sport","Based on a true story, a 13-year-old boy who uses a wheelchair is determined to win a trophy like his athletic older brother."
812,Disney Plus,movie,The Parent Trap,Rick Leon,M,87,Idina Menzel,F,48,USA,12-Nov-19,1961,Approved,129 min,"Comedy, Family, Romance",Teenage twin sisters swap places and scheme to reunite their divorced parents.
770,Disney Plus,movie,The Haunted Mansion,Burt Medall,M,67,Kristen Bell,F,39,USA,12-Nov-19,2003,TV-PG,88 min,"Comedy, Family, Fantasy, Horror, Mystery","A realtor and his wife and children are summoned to a mansion, which they soon discover is haunted, and while they attempt to escape, he learns an important lesson about the family he has neglected."
587,Disney Plus,movie,Pirates of the Caribbean: Dead Man's Chest,Mitch Rochon,M,65,Jonathan Groff,M,35,USA,12-Nov-19,2006,PG-13,151 min,"Action, Adventure, Fantasy","Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well."
112,Disney Plus,movie,Cheetah,Kenny Ortega,M,70,Jim Cummings,M,67,USA,12-Nov-19,1989,TV-G,83 min,"Adventure, Family","An American boy and girl, spending six months in Kenya with their scientist parents adopt a cheetah, only to realize that they must set it loose so that it can learn to hunt and be free. ..."
551,Disney Plus,movie,Old Yeller,Kenny Ortega,M,70,John Fiedler,M,100,USA,12-Nov-19,1957,Approved,83 min,"Adventure, Drama, Family, Western","A teenage boy grows to love a stray yellow dog while helping his mother and younger brother run their Texas homestead while their father is away on a cattle drive. First thought to be good-for-nothing mutt, Old Yeller is soon beloved by all."
861,Disney Plus,movie,The Wild,Steve Carr,M,58,Nikita Hopkins,M,29,"Canada, USA",12-Nov-19,2006,TV-G,94 min,"Animation, Adventure, Comedy, Family","An adolescent lion is accidentally shipped from the New York Zoo to Africa. Now running free, his zoo pals must put aside their differences to help bring him back."
308,Disney Plus,movie,Go Figure,Domee Shi,M,31,Kath Soucie,F,66,USA,12-Nov-19,2005,TV-G,88 min,"Comedy, Drama, Family, Sport","A teenager dreams of becoming a champion ice-skater, and soon discovers a top Russian instructor is working at a nearby private school."
56,Disney Plus,movie,Before the Flood,Robert Vince,M,58,Maximilian Schell,M,100,USA,12-Nov-19,2016,TV-PG,96 min,Documentary,"A look at how climate change affects our environment and what society can do to prevent the demise of endangered species, ecosystems and native communities across the planet."
855,Disney Plus,movie,The Tigger Movie,Robert Townsend,M,63,Anthony Perkins,M,100,"USA, Japan",12-Nov-19,2000,TV-G,77 min,"Animation, Comedy, Drama, Family, Musical",Tigger goes looking through the hundred-acre-wood to find his family.
922,Disney Plus,movie,Wendy Wu: Homecoming Warrior,Clyde Geronimi,M,100,Robert Forster,M,100,USA,12-Nov-19,2006,TV-PG,91 min,"Action, Adventure, Family",A Californian teenager learns that she is the reincarnation of a legendary female warrior destined to protect the world.
677,Disney Plus,movie,Splash,Hamilton Luske,M,100,Joseph Bottoms,M,100,USA,14-Feb-20,1984,TV-PG,111 min,"Comedy, Fantasy, Romance","A young man is reunited with a mermaid who saved him from drowning as a boy. He falls in love with her, not knowing who or what she is."
427,Disney Plus,movie,Let It Shine,Wolfgang Reitherman,M,100,Meredith Salenger,F,50,USA,12-Nov-19,2012,TV-G,104 min,"Drama, Family, Music",A teenage rapper must use his musical talent to battle his nemesis and win the girl of his dreams.
345,Disney Plus,movie,Holes,George Lucas,M,75,John Cusack,M,53,USA,1-Jan-20,2003,TV-PG,117 min,"Adventure, Comedy, Drama, Family, Mystery",A wrongfully convicted boy is sent to a brutal desert detention camp where he joins the job of digging holes for some mysterious reason.
603,Disney Plus,movie,Presto,William Beaudine,M,100,Ray Wise,M,72,USA,12-Nov-19,2008,TV-G,5 min,"Animation, Short, Comedy, Family, Fantasy",A stage magician's rabbit gets into a magical onstage brawl against his neglectful guardian with two magic hats.
824,Disney Plus,movie,The Reluctant Dragon,Wilfred Jackson,M,100,Lainie Kazan,F,79,USA,12-Nov-19,1941,Approved,74 min,"Animation, Comedy, Family",Humorist Robert Benchley learns about the animation process at Walt Disney Studios while trying to find the great man himself to pitch him the idea of making a cartoon about a shy dragon.
881,Disney Plus,movie,Camp Rock 2: The Final Jam,Bud Luckey,M,100,Trevor Morgan,M,33,USA,12-Nov-19,2010,TV-G,97 min,"Comedy, Family, Music, Musical, Romance","Mitchie is back with her friends at Camp Rock, ready to perform music, dance and have a good time. Her ""boyfriend"" is there as well. A new camp has opened across the lake, creating an atmosphere of competition or feud."
429,Disney Plus,movie,Life Is Ruff,Roger Gould,M,74,Emmy Rossum,F,33,USA,12-Nov-19,2005,TV-G,84 min,"Comedy, Family","Calvin Wheeler is a scheming 13-year-old boy with everything going for him, except for an original issue of his precious comic book collection. When a prized show-dog chases him down while ..."
836,Disney Plus,movie,The Shaggy D.A.,Simon Wincer,M,77,Charles Fleischer,M,69,USA,12-Nov-19,1976,TV-G,91 min,"Comedy, Family, Fantasy",A lawyer makes an interesting discovery that could affect his chances of getting elected to office.
263,Disney Plus,movie,Finding Dory,Jon Long,M,87,Yannick Bisson,M,50,USA,12-Nov-19,2016,TV-PG,97 min,"Animation, Adventure, Comedy, Family","Friendly but forgetful blue tang Dory begins a search for her long-lost parents, and everyone learns a few things about the real meaning of family along the way."
808,Disney Plus,movie,The Odd Life of Timothy Green,Robert Hughes,M,100,Mae Whitman,F,31,USA,1-Apr-20,2012,TV-PG,105 min,"Comedy, Drama, Family, Fantasy","A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears."
479,Disney Plus,movie,Thor: Ragnarok,Sue Perrotto,F,43,Jesse McCartney,M,33,USA,5-Dec-19,2017,PG-13,130 min,"Action, Adventure, Comedy, Fantasy, Sci-Fi","Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarí__k, the destruction of his world, at the hands of the powerful and ruthless villain Hela."
480,Disney Plus,movie,Thor: The Dark World,Eric Radomski,M,59,Jane Horrocks,F,56,USA,12-Nov-19,2013,PG-13,112 min,"Action, Adventure, Fantasy","When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster."
730,Disney Plus,movie,The Art of Skiing,Leo Riley,M,54,Lucy Liu,F,51,USA,12-Nov-19,1941,Approved,8 min,"Animation, Short, Comedy, Family, Sport","Goofy, staying at the Sugar Bowl resort, demonstrates the basics of downhill skiing, which the titles and announcer insist is pronounced ""SHEEing"". The equipment is, of course, of the era. ..."
666,Disney Plus,movie,Snow White and the Seven Dwarfs,Kevin Hooks,M,61,Craig T. Nelson,M,76,USA,12-Nov-19,1937,TV-G,83 min,"Animation, Family, Fantasy, Musical, Romance","Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household."
576,Disney Plus,movie,Peter Pan 2: Return to Never Land,Jack Kinney,M,100,Holly Hunter,F,62,"USA, Canada, Australia",12-Nov-19,2002,TV-G,72 min,"Animation, Adventure, Family, Fantasy","In London during World War II, this is the story of Wendy's daughter, Jane, who is kidnapped by Captain Hook and Peter Pan must come to the rescue."
690,Disney Plus,movie,Star Wars: Episode VII - The Force Awakens,Robert Stevenson,M,100,Samuel L. Jackson,M,71,USA,12-Nov-19,2015,PG-13,138 min,"Action, Adventure, Sci-Fi","Three decades after the Empire's defeat, a new threat arises in the militant First Order. Defected stormtrooper Finn and the scavenger Rey are caught up in the Resistance's search for the missing Luke Skywalker."
512,Disney Plus,movie,Mickey's Rival,Stephen J. Anderson,M,49,Jason Lee,M,50,USA,12-Nov-19,1936,Approved,8 min,"Animation, Short, Comedy, Family, Romance",Minnie's old sweetheart Mortimer drops in while she and Mickey are out on a picnic.
852,Disney Plus,movie,The Thirteenth Year,Don Hall,M,51,Jennifer Hale,F,55,USA,12-Nov-19,1999,TV-G,95 min,"Comedy, Family, Fantasy",A teen learns that his birth mother is a mermaid after he begins to grow fins and slimy scales on his thirteenth birthday.
853,Disney Plus,movie,The Three Caballeros,Bill Duke,M,77,Rob Paulsen,M,64,USA,12-Nov-19,1944,Approved,71 min,"Animation, Comedy, Family, Fantasy, Musical","Donald receives his birthday gifts, which include traditional gifts and information about Brazil (hosted by Zí_Œ© Carioca) and Mexico (by Panchito, a Mexican Charro Rooster)."
150,Disney Plus,movie,Avalon High,Kenny Ortega,M,70,Corey Burton,M,64,USA,12-Nov-19,2010,TV-G,90 min,"Drama, Family, Fantasy",A teenage girl moves to a new high school where she slowly discovers herself involved in the reincarnation of King Arthur.
394,Disney Plus,movie,Kazaam,James Bobin,M,48,Andre Stojka,M,75,USA,12-Nov-19,1996,TV-PG,93 min,"Comedy, Family, Fantasy, Musical","A troubled kid inadvertently releases a genie, who must grant him any three wishes he requests."
206,Disney Plus,movie,Chimpanzee,Byron Haskin,M,100,Robert Downey Jr.,M,55,"Tanzania, USA",12-Nov-19,2012,TV-G,78 min,"Documentary, Family",A 3-month-old chimpanzee is separated from his troop and is then adopted by a fully-grown male.
820,Disney Plus,movie,The Princess Diaries,Jack Hannah,M,73,Gwyneth Paltrow,F,47,"USA, UK",12-Nov-19,2001,TV-G,111 min,"Comedy, Family, Romance","Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow, she tries to navigate through the rest of her sixteenth year."
133,Disney Plus,movie,Dadnapped,Norman Tokar,M,100,Don Cheadle,M,55,USA,12-Nov-19,2009,TV-G,84 min,"Action, Adventure, Comedy, Crime, Family","Melissa has a bad case of sibling rivalry, only her competition is a fictional character in her father's best-selling novel about a teenage super spy. When her father is ""dadnapped"" by a ..."
